City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,korla,41.7597,86.1469,14.11,22,61,0.48,CN,1682643951
327,puerto lempira,15.2667,-83.7667,29.08,74,0,6.17,HN,1682643951
328,labasa,-16.4167,179.3833,29.74,69,30,2.61,FJ,1682643951
329,kristiansund,63.1115,7.732,2.36,60,20,2.06,NO,1682643507
330,elliot lake,46.3834,-82.6331,2.7,76,100,2.24,CA,1682643952
331,codrington,-38.2667,141.9667,14.13,61,95,6.92,AU,1682643376
332,berezovyy,51.6667,135.7,2.63,80,100,2.78,RU,1682643408
333,sukagawa,37.2833,140.3833,20.47,57,20,2.06,JP,1682643952
334,ilha de mocambique,-15.0342,40.7358,26.7,67,92,6.29,MZ,1682643953
335,chonchi,-42.6128,-73.8092,12.84,95,100,3.79,CL,1682643386
336,bada,51.392,109.8717,0.99,79,100,3.4,RU,1682643953
337,shizuishan,39.2333,106.7694,3.84,48,1,17.53,CN,1682643953
338,nadi,-17.8,177.4167,29.0,79,75,6.69,FJ,1682643503
339,namsos,64.4662,11.4957,2.03,93,100,1.54,NO,1682643954
340,coronda,-31.9726,-60.9198,21.68,60,6,3.39,AR,1682643954
341,karratha,-20.7377,116.8463,29.29,46,99,3.29,AU,1682643442
342,kapa'a,22.0752,-159.319,27.99,64,75,7.2,US,1682643954
343,iquique,-20.2208,-70.1431,20.02,77,20,1.41,CL,1682643362
344,kristinestad,62.2743,21.376,-2.17,89,59,2.62,FI,1682643955
345,aitape,-3.1374,142.3475,30.07,66,100,1.45,PG,1682643955
346,pandan,14.0453,124.1694,28.62,77,13,4.06,PH,1682643955
347,sambava,-14.2667,50.1667,24.12,86,15,6.16,MG,1682643434
348,yokadouma,3.5167,15.05,20.07,98,92,0.95,CM,1682643956
349,colonia menno,-22.3667,-59.8167,18.27,80,0,3.3,PY,1682643445
350,mount pearl,47.5166,-52.7813,0.47,93,100,6.17,CA,1682643460
351,dhekiajuli,26.7,92.5,25.1,50,11,4.08,IN,1682643846
352,northam,51.0333,-4.2167,11.88,97,100,6.33,GB,1682643957
353,durban,-29.8579,31.0292,23.51,77,51,7.0,ZA,1682643883
354,luwuk,-0.9516,122.7875,29.35,72,97,1.0,ID,1682643957
355,kirikkale,39.8333,33.75,3.43,85,79,2.0,TR,1682643957
356,riverside,33.7333,-116.0508,35.44,11,0,5.66,US,1682643828
357,mirny,62.5353,113.9611,0.69,59,100,1.79,RU,1682643958
358,dzuunmod,48.2199,97.3744,-3.36,51,100,2.56,MN,1682643958
359,dakhla,23.6848,-15.958,18.79,93,0,5.31,EH,1682643365
360,nayagarh,20.1333,85.1,27.63,62,73,0.64,IN,1682643958
361,iskateley,67.6803,53.1512,-4.89,95,100,3.82,RU,1682643382
362,port augusta,-32.5,137.7667,19.19,61,100,4.73,AU,1682643959
363,mao,39.8885,4.2658,16.31,94,0,2.57,ES,1682643959
